correctDis,pSeen,rt,pSeenFeature,expt,subjectID,attention,stimStrength,stimType,taskType,site
0.9375,1,0.530799582600594,0.958333333333333,3,67,0,7,1,0,0
NaN,NaN,NaN,NaN,3,67,1,0,1,0,0
0.569444444444444,0.215277777777778,0.35609595477581,0.0416666666666667,3,67,1,1,1,0,0
0.798611111111111,0.666666666666667,0.385054821769396,0.416666666666667,3,67,1,2,1,0,0
0.895833333333333,0.833333333333333,0.344735630684429,0.625,3,67,1,3,1,0,0
0.930555555555556,0.895833333333333,0.349101659324434,0.75,3,67,1,4,1,0,0
0.965277777777778,0.944444444444444,0.359266246358554,0.763888888888889,3,67,1,5,1,0,0
0.986111111111111,0.986111111111111,0.292627789907985,0.868055555555556,3,67,1,6,1,0,0
0.986111111111111,1,0.264320439762539,0.965277777777778,3,67,1,7,1,0,0
NaN,NaN,NaN,NaN,3,68,-1,0,1,0,0
0.4375,0.125,0.605000192920367,0,3,68,-1,1,1,0,0
0.5625,0.3125,0.665579239527384,0,3,68,-1,2,1,0,0
0.604166666666667,0.395833333333333,0.713302771250407,0.125,3,68,-1,3,1,0,0
0.625,0.520833333333333,0.793878455956777,0.104166666666667,3,68,-1,4,1,0,0
0.541666666666667,0.541666666666667,0.791577552755674,0.145833333333333,3,68,-1,5,1,0,0
0.729166666666667,0.520833333333333,0.78444692492485,0.229166666666667,3,68,-1,6,1,0,0
0.75,0.729166666666667,0.819395462671916,0.125,3,68,-1,7,1,0,0
NaN,NaN,NaN,NaN,3,68,0,0,1,0,0
0.583333333333333,0.104166666666667,0.561507984995842,0.0416666666666667,3,68,0,1,1,0,0
0.583333333333333,0.291666666666667,0.644519170125326,0.0833333333333333,3,68,0,2,1,0,0
0.708333333333333,0.5,0.622582947214445,0.166666666666667,3,68,0,3,1,0,0
0.708333333333333,0.6875,0.644110163052877,0.291666666666667,3,68,0,4,1,0,0
0.8125,0.791666666666667,0.615131293733915,0.4375,3,68,0,5,1,0,0
0.875,0.895833333333333,0.686979591846466,0.5,3,68,0,6,1,0,0
1,1,0.647255957126617,0.8125,3,68,0,7,1,0,0
NaN,NaN,NaN,NaN,3,68,1,0,1,0,0
0.573426573426573,0.230769230769231,0.382856217297641,0.020979020979021,3,68,1,1,1,0,0
0.777777777777778,0.527777777777778,0.412083097630077,0.104166666666667,3,68,1,2,1,0,0
0.909722222222222,0.8125,0.439308658242226,0.284722222222222,3,68,1,3,1,0,0
0.958333333333333,0.923611111111111,0.415087338950899,0.361111111111111,3,68,1,4,1,0,0
0.979166666666667,0.979166666666667,0.427894211477704,0.409722222222222,3,68,1,5,1,0,0
0.993055555555556,0.993055555555556,0.400853238172001,0.597222222222222,3,68,1,6,1,0,0
1,1,0.378759354144543,0.713286713286713,3,68,1,7,1,0,0
NaN,NaN,NaN,NaN,3,69,-1,0,1,0,0
0.604166666666667,0.479166666666667,0.532537673910459,0.145833333333333,3,69,-1,1,1,0,0
0.520833333333333,0.4375,0.531186347206434,0.0833333333333333,3,69,-1,2,1,0,0
0.5625,0.625,0.514687711993853,0.104166666666667,3,69,-1,3,1,0,0
0.604166666666667,0.625,0.590632026394208,0.125,3,69,-1,4,1,0,0
0.354166666666667,0.604166666666667,0.572117110093435,0.0625,3,69,-1,5,1,0,0
0.541666666666667,0.729166666666667,0.619713460405668,0.104166666666667,3,69,-1,6,1,0,0
0.729166666666667,0.708333333333333,0.575918232401212,0.1875,3,69,-1,7,1,0,0
NaN,NaN,NaN,NaN,3,69,0,0,1,0,0
0.625,0.479166666666667,0.702877049644788,0,3,69,0,1,1,0,0
